10526,Pond11Fish2_CatchTime,0.919
10527,Pond11Fish2_PondTime,15.006
10528,Pond11Fish2_PondOutcome,20
10529,Pond11Fish2_TotalOutcome,1032
10530,Pond11Fish2_TimeLeft,75.261
10531,Type,RT
10532,FishN,16
10533,Fish,3
10534,Pond11Fish3_FishType,purple
10535,Pond11Fish3_FishLatency,4.285714286
10536,Pond11Fish3_CatchTime,0.846
10537,Pond11Fish3_PondTime,22.039
10538,Pond11Fish3_PondOutcome,30
10539,Pond11Fish3_TotalOutcome,1042
10540,Pond11Fish3_TimeLeft,68.228
10541,Type,RT
10542,FishN,16
10543,Fish,4
10544,Pond11Fish4_FishType,golden
10545,Pond11Fish4_FishLatency,4.615384615
10546,Pond11Fish4_CatchTime,0.815
10547,Pond11Fish4_PondTime,29.428
10548,Pond11Fish4_PondOutcome,50
10549,Pond11Fish4_TotalOutcome,1062
10550,Pond11Fish4_TimeLeft,60.839
10551,Type,RT
10552,FishN,16
10553,Fish,5
10554,Pond11Fish5_FishType,purple
10555,Pond11Fish5_FishLatency,5
10556,Pond11Fish5_CatchTime,1.342
10557,Pond11Fish5_PondTime,37.287
10558,Pond11Fish5_PondOutcome,60
10559,Pond11Fish5_TotalOutcome,1072
10560,Pond11Fish5_TimeLeft,52.979
10561,Type,RT
10562,FishN,16
10563,Fish,6
10564,Pond11Fish6_FishType,purple
10565,Pond11Fish6_FishLatency,5.454545455
10566,Pond11Fish6_CatchTime,0.669
10567,Pond11Fish6_PondTime,45.695
10568,Pond11Fish6_PondOutcome,70
10569,Pond11Fish6_TotalOutcome,1082
10570,Pond11Fish6_TimeLeft,44.572
10571,Type,RT
10572,FishN,16
10573,Fish,7
10574,Pond11Fish7_FishType,purple
10575,Pond11Fish7_FishLatency,6
10576,Pond11Fish7_CatchTime,0.78
10577,Pond11Fish7_PondTime,54.763
10578,Pond11Fish7_PondOutcome,80
10579,Pond11Fish7_TotalOutcome,1092
10580,Pond11Fish7_TimeLeft,35.504
10581,Type,RT
10582,FishN,16
10583,Fish,8
10584,Pond11Fish8_FishType,purple
10585,Pond11Fish8_FishLatency,6.666666667
10586,Pond11Fish8_CatchTime,1.185
10587,Pond11Fish8_PondTime,64.637
10588,Pond11Fish8_PondOutcome,90
10589,Pond11Fish8_TotalOutcome,1102
10590,Pond11Fish8_TimeLeft,25.63
10591,PondEnd_LastFish,8
10592,FishN,16
10593,Type,RT
10594,GiveUpTime,0.82
10595,PondTime,75.393
10596,TimeLeft,14.368
10597,PondOutcome,90
10598,TotalOutcome,1102
10599,PondStart,PondStart
10600,PondIntroTime,15.55231421
10601,,5af42fb7c937e00001113bb0
10602,PlayerDetails,5af42fb7c937e00001113bb0
10603,GameCompleted,finished
10604,Selected ponds in the game,#ERROR!
10605,Pond10_Type,RD
10606,Pond10_,
10607,Pond11_Type,N
10608,Pond11_,
10609,Pond8_Type,RD
10610,Pond8_,
10611,Pond1_Type,N
10612,Pond1_,
10613,Pond3_Type,RD
10614,Pond3_,
10615,Pond4_Type,N
10616,Pond4_,
10617,Pond2_Type,N
10618,Pond2_,
10619,Pond7_Type,N
10620,Pond7_,
10621,GameTime,1200
10622,FishVisibilityTime,2
10623,SecondPerFishRatio,60
10624,MissingThreshold,5
10625,RD,GoldFish
10626,Probability,0
10627,RD,GoldFish
10628,Outcome,20
10629,RD,BlueFish
10630,Probability,0.9
10631,RD,BlueFish
10632,Outcome,12
10633,RD,GreenFish
10634,Probability,0
10635,RD,GreenFish
10636,Outcome,11
10637,RD,PurpleFish
10638,Probability,0
10639,RD,PurpleFish
10640,Outcome,10
10641,RD,GreyFish
10642,Probability,0.1
10643,RD,GreyFish
10644,Outcome,2
10645,RT,GoldFish
10646,Probability,0.1
10647,RT,GoldFish
10648,Outcome,20
10649,RT,BlueFish
10650,Probability,0
10651,RT,BlueFish
10652,Outcome,12
10653,RT,GreenFish
10654,Probability,0
10655,RT,GreenFish
10656,Outcome,11
10657,RT,PurpleFish
10658,Probability,0.9
10659,RT,PurpleFish
10660,Outcome,10
10661,RT,GreyFish
10662,Probability,0
10663,RT,GreyFish
10664,Outcome,2
10665,N,GoldFish
10666,Probability,0
10667,N,GoldFish
10668,Outcome,20
10669,N,BlueFish
10670,Probability,0
10671,N,BlueFish
10672,Outcome,12
10673,N,GreenFish
10674,Probability,1
10675,N,GreenFish
10676,Outcome,11
10677,N,PurpleFish
10678,Probability,0
10679,N,PurpleFish
10680,Outcome,10
10681,N,GreyFish
10682,Probability,0
10683,N,GreyFish
10684,Outcome,2
10685,Date:,Sun Dec 22 2019 11:29:25 GMT+0100 (Central European Standard Time)
10686,Type,RD
10687,FishN,16
10688,Fish,1
10689,Pond10Fish1_FishType,blue
10690,Pond10Fish1_FishLatency,3.529411765
10691,Pond10Fish1_CatchTime,1.16
10692,Pond10Fish1_PondTime,8.016
10693,Pond10Fish1_PondOutcome,12
10694,Pond10Fish1_TotalOutcome,12
10695,Pond10Fish1_TimeLeft,1194.383
10696,Type,RD
10697,FishN,16.999999998583334
10698,Fish,2
10699,Pond10Fish2_FishType,blue
10700,Pond10Fish2_FishLatency,3.75
10701,Pond10Fish2_CatchTime,1.012
10702,Pond10Fish2_PondTime,14.386
10703,Pond10Fish2_PondOutcome,24
10704,Pond10Fish2_TotalOutcome,24
10705,Pond10Fish2_TimeLeft,1188.012
10706,Type,RD
10707,FishN,16.999999998583334
10708,Fish,3
10709,Pond10Fish3_FishType,blue
10710,Pond10Fish3_FishLatency,4
10711,Pond10Fish3_CatchTime,0.892
10712,Pond10Fish3_PondTime,21.025
10713,Pond10Fish3_PondOutcome,36
10714,Pond10Fish3_TotalOutcome,36
10715,Pond10Fish3_TimeLeft,1181.373
10716,Type,RD
10717,FishN,16.999999998583334
10718,Fish,4
10719,Pond10Fish4_FishType,blue
10720,Pond10Fish4_FishLatency,4.285714286
10721,Pond10Fish4_CatchTime,0.901
10722,Pond10Fish4_PondTime,28
10723,Pond10Fish4_PondOutcome,48
10724,Pond10Fish4_TotalOutcome,48
10725,Pond10Fish4_TimeLeft,1174.398
10726,Type,RD
10727,FishN,16.999999998583334
10728,Fish,5
10729,Pond10Fish5_FishType,blue
10730,Pond10Fish5_FishLatency,4.615384615
10731,Pond10Fish5_CatchTime,1.03
10732,Pond10Fish5_PondTime,35.359
10733,Pond10Fish5_PondOutcome,60
10734,Pond10Fish5_TotalOutcome,60
10735,Pond10Fish5_TimeLeft,1167.04
10736,Type,RD
10737,FishN,16.999999998583334
10738,Fish,6
10739,Pond10Fish6_FishType,gray
10740,Pond10Fish6_FishLatency,5
10741,Pond10Fish6_CatchTime,1.325
10742,Pond10Fish6_PondTime,43.185
10743,Pond10Fish6_PondOutcome,62
10744,Pond10Fish6_TotalOutcome,62
10745,Pond10Fish6_TimeLeft,1159.214
10746,Type,RD
10747,FishN,16.999999998583334
10748,Fish,7
10749,Pond10Fish7_FishType,blue
10750,Pond10Fish7_FishLatency,5.454545455
10751,Pond10Fish7_CatchTime,0.954
10752,Pond10Fish7_PondTime,51.548
10753,Pond10Fish7_PondOutcome,74
10754,Pond10Fish7_TotalOutcome,74
10755,Pond10Fish7_TimeLeft,1150.851
10756,Type,RD
10757,FishN,16.999999998583334
10758,Fish,8
10759,Pond10Fish8_FishType,blue
10760,Pond10Fish8_FishLatency,6
10761,Pond10Fish8_CatchTime,0.976
10762,Pond10Fish8_PondTime,60.58
10763,Pond10Fish8_PondOutcome,86
10764,Pond10Fish8_TotalOutcome,86
10765,Pond10Fish8_TimeLeft,1141.819
10766,Type,RD
10767,FishN,16.999999998583334
10768,Fish,9
10769,Pond10Fish9_FishType,blue
10770,Pond10Fish9_FishLatency,6.666666667
10771,Pond10Fish9_CatchTime,1.063
10772,Pond10Fish9_PondTime,70.448
10773,Pond10Fish9_PondOutcome,98
10774,Pond10Fish9_TotalOutcome,98
10775,Pond10Fish9_TimeLeft,1131.95
10776,Type,RD
10777,FishN,16.999999998583334
10778,Fish,10
10779,Pond10Fish10_FishType,blue
10780,Pond10Fish10_FishLatency,7.5
10781,Pond10Fish10_CatchTime,1.036
10782,Pond10Fish10_PondTime,81.386
10783,Pond10Fish10_PondOutcome,110
10784,Pond10Fish10_TotalOutcome,110
10785,Pond10Fish10_TimeLeft,1121.013
10786,Type,RD
10787,FishN,16.999999998583334
10788,Fish,11
10789,Pond10Fish11_FishType,blue
10790,Pond10Fish11_FishLatency,8.571428571
10791,Pond10Fish11_CatchTime,1.046
10792,Pond10Fish11_PondTime,93.744
10793,Pond10Fish11_PondOutcome,122
10794,Pond10Fish11_TotalOutcome,122
10795,Pond10Fish11_TimeLeft,1108.654
10796,Type,RD
10797,FishN,16.999999998583334
10798,Fish,12
10799,Pond10Fish12_FishType,blue
10800,Pond10Fish12_FishLatency,10
10801,Pond10Fish12_CatchTime,1.047
10802,Pond10Fish12_PondTime,108.114
10803,Pond10Fish12_PondOutcome,134
10804,Pond10Fish12_TotalOutcome,134
10805,Pond10Fish12_TimeLeft,1094.285
10806,Type,RD
10807,FishN,16.999999998583334
10808,Fish,13
10809,Pond10Fish13_FishType,blue
10810,Pond10Fish13_FishLatency,12
10811,Pond10Fish13_CatchTime,0.767
10812,Pond10Fish13_PondTime,125.473
10813,Pond10Fish13_PondOutcome,146
10814,Pond10Fish13_TotalOutcome,146
10815,Pond10Fish13_TimeLeft,1076.925
10816,PondEnd_LastFish,13
10817,FishN,16.999999998583334
10818,Type,RD
10819,GiveUpTime,20.968
10820,PondTime,145.409
10821,TimeLeft,1056.486
10822,PondOutcome,146
10823,TotalOutcome,146
10824,PondStart,PondStart
10825,PondIntroTime,15.7702938
10826,Type,N
10827,FishN,16.999999998583334
10828,Fish,1
10829,Pond11Fish1_FishType,green
10830,Pond11Fish1_FishLatency,4.285714286
10831,Pond11Fish1_CatchTime,1.154
10832,Pond11Fish1_PondTime,8.887
10833,Pond11Fish1_PondOutcome,11
10834,Pond11Fish1_TotalOutcome,157
10835,Pond11Fish1_TimeLeft,1031.203
10836,Type,N
10837,FishN,13.999999999066667
10838,Fish,2
10839,Pond11Fish2_FishType,green
10840,Pond11Fish2_FishLatency,4.615384615
10841,Pond11Fish2_CatchTime,0.883
10842,Pond11Fish2_PondTime,16.247
10843,Pond11Fish2_PondOutcome,22
10844,Pond11Fish2_TotalOutcome,168
10845,Pond11Fish2_TimeLeft,1023.843
10846,Type,N
10847,FishN,13.999999999066667
10848,Fish,3
10849,Pond11Fish3_FishType,green
10850,Pond11Fish3_FishLatency,5
10851,Pond11Fish3_CatchTime,1
10852,Pond11Fish3_PondTime,24.059
10853,Pond11Fish3_PondOutcome,33
10854,Pond11Fish3_TotalOutcome,179
10855,Pond11Fish3_TimeLeft,1016.03
10856,Type,N
10857,FishN,13.999999999066667
10858,Fish,4
10859,Pond11Fish4_FishType,green
10860,Pond11Fish4_FishLatency,5.454545455
10861,Pond11Fish4_CatchTime,1.19
10862,Pond11Fish4_PondTime,32.419
10863,Pond11Fish4_PondOutcome,44
10864,Pond11Fish4_TotalOutcome,190
10865,Pond11Fish4_TimeLeft,1007.671
10866,Type,N
10867,FishN,13.999999999066667
10868,Fish,5
10869,Pond11Fish5_FishType,green
10870,Pond11Fish5_FishLatency,6
10871,Pond11Fish5_CatchTime,0.742
10872,Pond11Fish5_PondTime,41.453
10873,Pond11Fish5_PondOutcome,55
10874,Pond11Fish5_TotalOutcome,201
10875,Pond11Fish5_TimeLeft,998.636
10876,Type,N
10877,FishN,13.999999999066667
10878,Fish,6
10879,Pond11Fish6_FishType,green
10880,Pond11Fish6_FishLatency,6.666666667
10881,Pond11Fish6_CatchTime,0.834
10882,Pond11Fish6_PondTime,51.319
10883,Pond11Fish6_PondOutcome,66
10884,Pond11Fish6_TotalOutcome,212
10885,Pond11Fish6_TimeLeft,988.771
10886,Type,N
10887,FishN,13.999999999066667
10888,Fish,7
10889,Pond11Fish7_FishType,green
10890,Pond11Fish7_FishLatency,7.5
10891,Pond11Fish7_CatchTime,1.377
10892,Pond11Fish7_PondTime,62.257
10893,Pond11Fish7_PondOutcome,77
10894,Pond11Fish7_TotalOutcome,223
10895,Pond11Fish7_TimeLeft,977.833
10896,Type,N
10897,FishN,13.999999999066667
10898,Fish,8
10899,Pond11Fish8_FishType,green
10900,Pond11Fish8_FishLatency,8.571428571
10901,Pond11Fish8_CatchTime,1.331
10902,Pond11Fish8_PondTime,74.617
10903,Pond11Fish8_PondOutcome,88
10904,Pond11Fish8_TotalOutcome,234
10905,Pond11Fish8_TimeLeft,965.472
10906,Type,N
10907,FishN,13.999999999066667
10908,Fish,9
10909,Pond11Fish9_FishType,green
10910,Pond11Fish9_FishLatency,10
10911,Pond11Fish9_CatchTime,1.139
10912,Pond11Fish9_PondTime,88.983
10913,Pond11Fish9_PondOutcome,99
10914,Pond11Fish9_TotalOutcome,245
10915,Pond11Fish9_TimeLeft,951.106
10916,Type,N
10917,FishN,13.999999999066667
10918,Fish,10
10919,Pond11Fish10_FishType,green
10920,Pond11Fish10_FishLatency,12
10921,Pond11Fish10_CatchTime,1.241
10922,Pond11Fish10_PondTime,106.347
10923,Pond11Fish10_PondOutcome,110
10924,Pond11Fish10_TotalOutcome,256
10925,Pond11Fish10_TimeLeft,933.743
10926,Type,N
10927,FishN,13.999999999066667
10928,Fish,11
10929,Pond11Fish11_FishType,green
10930,Pond11Fish11_FishLatency,15
10931,Pond11Fish11_CatchTime,1.155
10932,Pond11Fish11_PondTime,128.706
10933,Pond11Fish11_PondOutcome,121
10934,Pond11Fish11_TotalOutcome,267
10935,Pond11Fish11_TimeLeft,911.384
10936,PondEnd_LastFish,11
10937,FishN,13.999999999066667
10938,Type,N
10939,GiveUpTime,23.962
10940,PondTime,152.02
10941,TimeLeft,887.566
10942,PondOutcome,121
10943,TotalOutcome,267
10944,PondStart,PondStart
10945,PondIntroTime,18.58527156
10946,Type,RD
10947,FishN,13.999999999066667
10948,Fish,1
10949,Pond8Fish1_FishType,blue
10950,Pond8Fish1_FishLatency,4.615384615
10951,Pond8Fish1_CatchTime,0.959
10952,Pond8Fish1_PondTime,9.274
10953,Pond8Fish1_PondOutcome,12
10954,Pond8Fish1_TotalOutcome,279
10955,Pond8Fish1_TimeLeft,859.072
10956,Type,RD
10957,FishN,13.000000001083334
10958,Fish,2
10959,Pond8Fish2_FishType,blue
10960,Pond8Fish2_FishLatency,5
10961,Pond8Fish2_CatchTime,1.085
10962,Pond8Fish2_PondTime,17.085
10963,Pond8Fish2_PondOutcome,24
10964,Pond8Fish2_TotalOutcome,291
10965,Pond8Fish2_TimeLeft,851.261
10966,Type,RD
10967,FishN,13.000000001083334
10968,Fish,3
10969,Pond8Fish3_FishType,blue
10970,Pond8Fish3_FishLatency,5.454545455
10971,Pond8Fish3_CatchTime,0.994
10972,Pond8Fish3_PondTime,25.451
10973,Pond8Fish3_PondOutcome,36
10974,Pond8Fish3_TotalOutcome,303
10975,Pond8Fish3_TimeLeft,842.895
10976,Type,RD
10977,FishN,13.000000001083334
10978,Fish,4
10979,Pond8Fish4_FishType,blue
10980,Pond8Fish4_FishLatency,6
10981,Pond8Fish4_CatchTime,0.796
10982,Pond8Fish4_PondTime,34.48
10983,Pond8Fish4_PondOutcome,48
10984,Pond8Fish4_TotalOutcome,315
10985,Pond8Fish4_TimeLeft,833.866
10986,Type,RD
10987,FishN,13.000000001083334
10988,Fish,5
10989,Pond8Fish5_FishType,blue
10990,Pond8Fish5_FishLatency,6.666666667
10991,Pond8Fish5_CatchTime,1.247
10992,Pond8Fish5_PondTime,44.35
10993,Pond8Fish5_PondOutcome,60
10994,Pond8Fish5_TotalOutcome,327
10995,Pond8Fish5_TimeLeft,823.996
10996,Type,RD
10997,FishN,13.000000001083334
10998,Fish,6
10999,Pond8Fish6_FishType,blue
11000,Pond8Fish6_FishLatency,7.5
11001,Pond8Fish6_CatchTime,1.086
11002,Pond8Fish6_PondTime,55.287
11003,Pond8Fish6_PondOutcome,72
11004,Pond8Fish6_TotalOutcome,339
11005,Pond8Fish6_TimeLeft,813.059
11006,Type,RD
11007,FishN,13.000000001083334
11008,Fish,7
11009,Pond8Fish7_FishType,blue
11010,Pond8Fish7_FishLatency,8.571428571
11011,Pond8Fish7_CatchTime,0.862
11012,Pond8Fish7_PondTime,67.646
11013,Pond8Fish7_PondOutcome,84
11014,Pond8Fish7_TotalOutcome,351
11015,Pond8Fish7_TimeLeft,800.7
11016,Type,RD
11017,FishN,13.000000001083334
11018,Fish,8
11019,Pond8Fish8_FishType,blue
11020,Pond8Fish8_FishLatency,10
11021,Pond8Fish8_CatchTime,1.6
11022,Pond8Fish8_PondTime,82.017
11023,Pond8Fish8_PondOutcome,96
11024,Pond8Fish8_TotalOutcome,363
11025,Pond8Fish8_TimeLeft,786.329
11026,Type,RD
11027,FishN,13.000000001083334
11028,Fish,9
11029,Pond8Fish9_FishType,blue
11030,Pond8Fish9_FishLatency,12
11031,Pond8Fish9_CatchTime,1.04
11032,Pond8Fish9_PondTime,99.389
11033,Pond8Fish9_PondOutcome,108
11034,Pond8Fish9_TotalOutcome,375
11035,Pond8Fish9_TimeLeft,768.956
11036,Type,RD
11037,FishN,13.000000001083334
11038,Fish,10
11039,Pond8Fish10_FishType,blue
11040,Pond8Fish10_FishLatency,15
11041,Pond8Fish10_CatchTime,1.263
11042,Pond8Fish10_PondTime,121.75
11043,Pond8Fish10_PondOutcome,120
11044,Pond8Fish10_TotalOutcome,387
11045,Pond8Fish10_TimeLeft,746.596
11046,PondEnd_LastFish,10
11047,FishN,13.000000001083334
11048,Type,RD
11049,GiveUpTime,1.187
11050,PondTime,122.405
11051,TimeLeft,745.438
11052,PondOutcome,120
11053,TotalOutcome,387
11054,PondStart,PondStart
11055,PondIntroTime,10.78365936
11056,Type,N
11057,FishN,13.000000001083334
11058,Fish,1
11059,Pond1Fish1_FishType,green
11060,Pond1Fish1_FishLatency,3.157894737
11061,Pond1Fish1_CatchTime,1.19
11062,Pond1Fish1_PondTime,7.603
11063,Pond1Fish1_PondOutcome,11
11064,Pond1Fish1_TotalOutcome,398
11065,Pond1Fish1_TimeLeft,726.442
11066,Type,N
11067,FishN,18.99999999905
11068,Fish,2
11069,Pond1Fish2_FishType,green
11070,Pond1Fish2_FishLatency,3.333333333
11071,Pond1Fish2_CatchTime,1.007
11072,Pond1Fish2_PondTime,13.488
11073,Pond1Fish2_PondOutcome,22
11074,Pond1Fish2_TotalOutcome,409
11075,Pond1Fish2_TimeLeft,720.557
11076,Type,N
11077,FishN,18.99999999905
11078,Fish,3
11079,Pond1Fish3_FishType,green
11080,Pond1Fish3_FishLatency,3.529411765
11081,Pond1Fish3_CatchTime,1.285
11082,Pond1Fish3_PondTime,19.61
11083,Pond1Fish3_PondOutcome,33
11084,Pond1Fish3_TotalOutcome,420
11085,Pond1Fish3_TimeLeft,714.435
11086,Type,N
11087,FishN,18.99999999905
11088,Fish,4
11089,Pond1Fish4_FishType,green
11090,Pond1Fish4_FishLatency,3.75
11091,Pond1Fish4_CatchTime,1.489
11092,Pond1Fish4_PondTime,25.965
11093,Pond1Fish4_PondOutcome,44
11094,Pond1Fish4_TotalOutcome,431
11095,Pond1Fish4_TimeLeft,708.08
11096,Type,N
11097,FishN,18.99999999905
11098,Fish,5
11099,Pond1Fish5_FishType,green
11100,Pond1Fish5_FishLatency,4
11101,Pond1Fish5_CatchTime,1.106
11102,Pond1Fish5_PondTime,32.604
11103,Pond1Fish5_PondOutcome,55
11104,Pond1Fish5_TotalOutcome,442
11105,Pond1Fish5_TimeLeft,701.44
11106,Type,N
11107,FishN,18.99999999905
11108,Fish,6
11109,Pond1Fish6_FishType,green
11110,Pond1Fish6_FishLatency,4.285714286
11111,Pond1Fish6_CatchTime,1.108
11112,Pond1Fish6_PondTime,39.583
11113,Pond1Fish6_PondOutcome,66
11114,Pond1Fish6_TotalOutcome,453
11115,Pond1Fish6_TimeLeft,694.462
11116,Type,N
11117,FishN,18.99999999905
11118,Fish,7
11119,Pond1Fish7_FishType,green
11120,Pond1Fish7_FishLatency,4.615384615
11121,Pond1Fish7_CatchTime,1.092
11122,Pond1Fish7_PondTime,46.937
11123,Pond1Fish7_PondOutcome,77
11124,Pond1Fish7_TotalOutcome,464
11125,Pond1Fish7_TimeLeft,687.108
11126,Type,N
11127,FishN,18.99999999905
11128,Fish,8
11129,Pond1Fish8_FishType,green
11130,Pond1Fish8_FishLatency,5
11131,Pond1Fish8_CatchTime,1.403
11132,Pond1Fish8_PondTime,54.748
11133,Pond1Fish8_PondOutcome,88
11134,Pond1Fish8_TotalOutcome,475
11135,Pond1Fish8_TimeLeft,679.297
11136,Type,N
11137,FishN,18.99999999905
11138,Fish,9
11139,Pond1Fish9_FishType,green
11140,Pond1Fish9_FishLatency,5.454545455
11141,Pond1Fish9_CatchTime,1.223
11142,Pond1Fish9_PondTime,63.11
11143,Pond1Fish9_PondOutcome,99
11144,Pond1Fish9_TotalOutcome,486
11145,Pond1Fish9_TimeLeft,670.934
11146,Type,N
11147,FishN,18.99999999905
11148,Fish,10
11149,Pond1Fish10_FishType,green
11150,Pond1Fish10_FishLatency,6
11151,Pond1Fish10_CatchTime,1.041
11152,Pond1Fish10_PondTime,72.141
11153,Pond1Fish10_PondOutcome,110
11154,Pond1Fish10_TotalOutcome,497
11155,Pond1Fish10_TimeLeft,661.904
11156,Type,N
11157,FishN,18.99999999905
11158,Fish,11
11159,Pond1Fish11_FishType,green
11160,Pond1Fish11_FishLatency,6.666666667
11161,Pond1Fish11_CatchTime,1.293
11162,Pond1Fish11_PondTime,82.009
11163,Pond1Fish11_PondOutcome,121
11164,Pond1Fish11_TotalOutcome,508
11165,Pond1Fish11_TimeLeft,652.035
11166,Type,N
11167,FishN,18.99999999905
11168,Fish,12
11169,Pond1Fish12_FishType,green
11170,Pond1Fish12_FishLatency,7.5
11171,Pond1Fish12_CatchTime,1.035
11172,Pond1Fish12_PondTime,92.948
11173,Pond1Fish12_PondOutcome,132
11174,Pond1Fish12_TotalOutcome,519
11175,Pond1Fish12_TimeLeft,641.097
11176,Type,N
11177,FishN,18.99999999905
11178,Fish,13
11179,Pond1Fish13_FishType,green
11180,Pond1Fish13_FishLatency,8.571428571
11181,Pond1Fish13_CatchTime,1.042
11182,Pond1Fish13_PondTime,105.307
11183,Pond1Fish13_PondOutcome,143
11184,Pond1Fish13_TotalOutcome,530
11185,Pond1Fish13_TimeLeft,628.738
11186,Type,N
11187,FishN,18.99999999905
11188,Fish,14
11189,Pond1Fish14_FishType,green
11190,Pond1Fish14_FishLatency,10
11191,Pond1Fish14_CatchTime,1.423
11192,Pond1Fish14_PondTime,119.673
11193,Pond1Fish14_PondOutcome,154
11194,Pond1Fish14_TotalOutcome,541
11195,Pond1Fish14_TimeLeft,614.372
11196,Type,N
11197,FishN,18.99999999905
11198,Fish,15
11199,Pond1Fish15_FishType,green
11200,Pond1Fish15_FishLatency,12
11201,Pond1Fish15_CatchTime,1.205
11202,Pond1Fish15_PondTime,137.033
11203,Pond1Fish15_PondOutcome,165
11204,Pond1Fish15_TotalOutcome,552
11205,Pond1Fish15_TimeLeft,597.012
11206,PondEnd_LastFish,15
11207,FishN,18.99999999905
11208,Type,N
11209,GiveUpTime,0.604
11210,PondTime,137.041
11211,TimeLeft,596.502
11212,PondOutcome,165
11213,TotalOutcome,552
11214,PondStart,PondStart
11215,PondIntroTime,11.65064114
11216,Type,RD
11217,FishN,18.99999999905
11218,Fish,1
11219,Pond3Fish1_FishType,blue
11220,Pond3Fish1_FishLatency,3.75
11221,Pond3Fish1_CatchTime,1.149
11222,Pond3Fish1_PondTime,8.27
11223,Pond3Fish1_PondOutcome,12
11224,Pond3Fish1_TotalOutcome,564
11225,Pond3Fish1_TimeLeft,575.955
11226,Type,RD
11227,FishN,16
11228,Fish,2
11229,Pond3Fish2_FishType,blue
11230,Pond3Fish2_FishLatency,4
11231,Pond3Fish2_CatchTime,1.038
11232,Pond3Fish2_PondTime,14.925
11233,Pond3Fish2_PondOutcome,24
11234,Pond3Fish2_TotalOutcome,576
11235,Pond3Fish2_TimeLeft,569.299
11236,Type,RD
11237,FishN,16
11238,Fish,3
11239,Pond3Fish3_FishType,blue
11240,Pond3Fish3_FishLatency,4.285714286
11241,Pond3Fish3_CatchTime,1.175
11242,Pond3Fish3_PondTime,21.9
11243,Pond3Fish3_PondOutcome,36
11244,Pond3Fish3_TotalOutcome,588
11245,Pond3Fish3_TimeLeft,562.325
11246,Type,RD
11247,FishN,16
11248,Fish,4
11249,Pond3Fish4_FishType,blue
11250,Pond3Fish4_FishLatency,4.615384615
11251,Pond3Fish4_CatchTime,0.872
11252,Pond3Fish4_PondTime,29.261
11253,Pond3Fish4_PondOutcome,48
11254,Pond3Fish4_TotalOutcome,600
11255,Pond3Fish4_TimeLeft,554.964
11256,Type,RD
11257,FishN,16
11258,Fish,5
11259,Pond3Fish5_FishType,blue
11260,Pond3Fish5_FishLatency,5
11261,Pond3Fish5_CatchTime,1.428
11262,Pond3Fish5_PondTime,37.069
11263,Pond3Fish5_PondOutcome,60
11264,Pond3Fish5_TotalOutcome,612
11265,Pond3Fish5_TimeLeft,547.155
11266,Type,RD
11267,FishN,16
11268,Fish,6
11269,Pond3Fish6_FishType,blue
11270,Pond3Fish6_FishLatency,5.454545455
11271,Pond3Fish6_CatchTime,1.379
11272,Pond3Fish6_PondTime,45.433
11273,Pond3Fish6_PondOutcome,72
11274,Pond3Fish6_TotalOutcome,624
11275,Pond3Fish6_TimeLeft,538.792
11276,Type,RD
11277,FishN,16
11278,Fish,7
11279,Pond3Fish7_FishType,blue
11280,Pond3Fish7_FishLatency,6
11281,Pond3Fish7_CatchTime,1.061
11282,Pond3Fish7_PondTime,54.465
11283,Pond3Fish7_PondOutcome,84
11284,Pond3Fish7_TotalOutcome,636
11285,Pond3Fish7_TimeLeft,529.76
11286,Type,RD
11287,FishN,16
11288,Fish,8
11289,Pond3Fish8_FishType,blue
11290,Pond3Fish8_FishLatency,6.666666667
11291,Pond3Fish8_CatchTime,1.183
11292,Pond3Fish8_PondTime,64.332
11293,Pond3Fish8_PondOutcome,96
11294,Pond3Fish8_TotalOutcome,648
11295,Pond3Fish8_TimeLeft,519.893
11296,Type,RD
11297,FishN,16
11298,Fish,9
11299,Pond3Fish9_FishType,blue
11300,Pond3Fish9_FishLatency,7.5
11301,Pond3Fish9_CatchTime,1.406
11302,Pond3Fish9_PondTime,75.269
11303,Pond3Fish9_PondOutcome,108
11304,Pond3Fish9_TotalOutcome,660
11305,Pond3Fish9_TimeLeft,508.956
11306,Type,RD
11307,FishN,16
11308,Fish,10
11309,Pond3Fish10_FishType,blue
11310,Pond3Fish10_FishLatency,8.571428571
11311,Pond3Fish10_CatchTime,1.263
11312,Pond3Fish10_PondTime,87.631
11313,Pond3Fish10_PondOutcome,120
11314,Pond3Fish10_TotalOutcome,672
11315,Pond3Fish10_TimeLeft,496.594
11316,Type,RD
11317,FishN,16
11318,Fish,11
11319,Pond3Fish11_FishType,blue
11320,Pond3Fish11_FishLatency,10
11321,Pond3Fish11_CatchTime,0.999
11322,Pond3Fish11_PondTime,101.996
11323,Pond3Fish11_PondOutcome,132
11324,Pond3Fish11_TotalOutcome,684
11325,Pond3Fish11_TimeLeft,482.229
11326,Type,RD
11327,FishN,16
11328,Fish,12
11329,Pond3Fish12_FishType,blue
11330,Pond3Fish12_FishLatency,12
11331,Pond3Fish12_CatchTime,1.096
11332,Pond3Fish12_PondTime,119.371
11333,Pond3Fish12_PondOutcome,144
11334,Pond3Fish12_TotalOutcome,696
11335,Pond3Fish12_TimeLeft,464.854
11336,Type,RD
11337,FishN,16
11338,Fish,13
11339,Pond3Fish13_FishType,blue
11340,Pond3Fish13_FishLatency,15
11341,Pond3Fish13_CatchTime,1.262
