,0
Pond6Fish10_CatchTime,1.168
Pond6Fish10_PondTime,68.7
Pond6Fish10_PondOutcome,110
Pond6Fish10_TotalOutcome,110
Pond6Fish10_TimeLeft,1133.699
Type,N
FishN,17
Fish,11
Pond6Fish11_FishType,green
Pond6Fish11_FishLatency,6
Pond6Fish11_CatchTime,1.251
Pond6Fish11_PondTime,77.739
Pond6Fish11_PondOutcome,121
Pond6Fish11_TotalOutcome,121
Pond6Fish11_TimeLeft,1124.66
Type,N
FishN,17
Fish,12
Pond6Fish12_FishType,green
Pond6Fish12_FishLatency,6.666666666666667
Pond6Fish12_CatchTime,1.303
Pond6Fish12_PondTime,87.603
Pond6Fish12_PondOutcome,132
Pond6Fish12_TotalOutcome,132
Pond6Fish12_TimeLeft,1114.796
Type,N
FishN,17
Fish,13
Pond6Fish13_FishType,green
Pond6Fish13_FishLatency,7.5
Pond6Fish13_CatchTime,1.458
Pond6Fish13_PondTime,98.537
Pond6Fish13_PondOutcome,143
Pond6Fish13_TotalOutcome,143
Pond6Fish13_TimeLeft,1103.862
Type,N
FishN,17
Fish,14
Pond6Fish14_FishType,green
Pond6Fish14_FishLatency,8.571428571428571
Pond6Fish14_CatchTime,1.532
Pond6Fish14_PondTime,110.903
Pond6Fish14_PondOutcome,154
Pond6Fish14_TotalOutcome,154
Pond6Fish14_TimeLeft,1091.496
Type,N
FishN,17
Fish,15
Pond6Fish15_FishType,green
Pond6Fish15_FishLatency,10
Pond6Fish15_CatchTime,1.334
Pond6Fish15_PondTime,125.271
Pond6Fish15_PondOutcome,165
Pond6Fish15_TotalOutcome,165
Pond6Fish15_TimeLeft,1077.128
PondEnd_LastFish,15
FishN,20
Type,N
GiveUpTime,0.786
PondTime,125.588
TimeLeft,1076.306
PondOutcome,165
TotalOutcome,165
PondStart,PondStart
PondIntroTime,18.359200218692422
Type,N
FishN,16
Fish,1
Pond10Fish1_FishType,green
Pond10Fish1_FishLatency,3
Pond10Fish1_CatchTime,-1
Pond10Fish1_PondTime,7.496
Pond10Fish1_PondOutcome,0
Pond10Fish1_TotalOutcome,165
Pond10Fish1_TimeLeft,1049.832
Type,N
FishN,16
Fish,2
Pond10Fish2_FishType,green
Pond10Fish2_FishLatency,3.1578947368421053
Pond10Fish2_CatchTime,-1
Pond10Fish2_PondTime,13.261
Pond10Fish2_PondOutcome,0
Pond10Fish2_TotalOutcome,165
Pond10Fish2_TimeLeft,1044.067
Type,N
FishN,16
Fish,3
Pond10Fish3_FishType,green
Pond10Fish3_FishLatency,3.3333333333333335
Pond10Fish3_CatchTime,-1
Pond10Fish3_PondTime,19.228
Pond10Fish3_PondOutcome,0
Pond10Fish3_TotalOutcome,165
Pond10Fish3_TimeLeft,1038.1
Type,N
FishN,16
Fish,4
Pond10Fish4_FishType,green
Pond10Fish4_FishLatency,3.5294117647058822
Pond10Fish4_CatchTime,-1
Pond10Fish4_PondTime,25.393
Pond10Fish4_PondOutcome,0
Pond10Fish4_TotalOutcome,165
Pond10Fish4_TimeLeft,1031.935
Type,N
FishN,16
Fish,5
Pond10Fish5_FishType,green
Pond10Fish5_FishLatency,3.75
Pond10Fish5_CatchTime,-1
Pond10Fish5_PondTime,31.843
Pond10Fish5_PondOutcome,0
Pond10Fish5_TotalOutcome,165
Pond10Fish5_TimeLeft,1025.485
Type,N
FishN,16
Fish,6
Pond10Fish6_FishType,green
Pond10Fish6_FishLatency,4
Pond10Fish6_CatchTime,-1
Pond10Fish6_PondTime,38.562
Pond10Fish6_PondOutcome,0
Pond10Fish6_TotalOutcome,165
Pond10Fish6_TimeLeft,1018.766
